"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	13	479550	Unreliable	Unreliable	1.33031	4.27238	0.70325
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	24	477502	5.02616	4.73431	3.00112	7.10378	0.99150
	"Alaska"	"02"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	32	477964	6.69506	6.67160	4.50133	9.52411	1.20958
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	159387	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	164469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	172878	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	180671	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	188114	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	198399	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	211439	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	226891	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	239996	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	252747	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	263243	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	Suppressed	268888	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	278729	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	286669	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	296270	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	Suppressed	307576	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	10	319853	Unreliable	Unreliable	1.48366	5.68986	0.99263
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	11	328648	Unreliable	Unreliable	1.64624	5.90061	1.00866
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	14	3286155	Unreliable	Unreliable	0.23746	0.72877	0.11672
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	11	3322028	Unreliable	Unreliable	0.17742	0.63594	0.10764
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	15	3374010	Unreliable	Unreliable	0.24320	0.71669	0.11256
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	18	3418749	Unreliable	Unreliable	0.31782	0.84751	0.12734
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	37	3460526	1.06920	1.07273	0.75133	1.48511	0.17811
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	30	3520787	0.85208	0.86707	0.58501	1.23780	0.15954
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	22	3600275	0.61106	0.61245	0.38381	0.92725	0.13162
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	39	3671941	1.06211	1.03132	0.72233	1.42778	0.17222
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	38	3711019	1.02398	1.08531	0.76416	1.49597	0.17786
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	42	3741412	1.12257	1.17936	0.84254	1.60595	0.18545
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	53	3750677	1.41308	1.46630	1.09176	1.92792	0.20543
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	60	3760162	1.59568	1.79148	1.36034	2.31589	0.23441
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	81	3777775	2.14412	2.43842	1.92747	3.04327	0.27528
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	69	3798807	1.81636	2.07305	1.60659	2.63269	0.25259
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	102	3820815	2.66959	2.99356	2.40274	3.58438	0.30144
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	131	3849594	3.40296	3.77064	3.10935	4.43193	0.33739
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	163	3878061	4.20313	4.83242	4.07196	5.59289	0.38799
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	182	3914166	4.64978	5.25940	4.47689	6.04191	0.39924
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	422065	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	422391	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	426137	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	428236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	430651	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	434042	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	437543	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	444779	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	447377	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	451963	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	455462	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	Suppressed	459264	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	463611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	465984	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	468236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	Suppressed	470651	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	Suppressed	473852	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	Suppressed	476508	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	2116895	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	2122169	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	2124966	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	2126092	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	2130348	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	2139669	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	2152444	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	2170572	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	2181388	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	2190638	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	2197627	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	Suppressed	2203841	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	2209189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	2210737	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	2211174	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	Suppressed	2208980	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	Suppressed	2209034	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	12	2211541	Unreliable	Unreliable	0.31633	1.06939	0.17757
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	35	2312110	1.51377	1.68614	1.17446	2.34501	0.28663
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	38	2326580	1.63330	1.80030	1.27400	2.47106	0.29394
