"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	159387	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	164469	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	172878	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	180671	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	12	188114	Unreliable	Unreliable	3.45252	11.67165	1.94078
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	198399	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	11	211439	Unreliable	Unreliable	2.80173	10.04224	1.70241
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	19	226891	Unreliable	Unreliable	5.92032	16.27187	2.46959
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	13	239996	Unreliable	Unreliable	2.98325	9.58091	1.56544
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	14	252747	Unreliable	Unreliable	3.04682	9.35056	1.49974
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	14	263243	Unreliable	Unreliable	2.91833	8.95623	1.44076
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	19	268888	Unreliable	Unreliable	4.33615	11.24691	1.66006
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	11	278729	Unreliable	Unreliable	2.11973	7.59773	1.28596
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	16	286669	Unreliable	Unreliable	3.39389	9.64235	1.49395
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	296270	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	16	307576	Unreliable	Unreliable	2.96129	8.41330	1.31053
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	23	319853	7.19080	7.50282	4.70194	11.35935	1.58574
	"Arizona"	"04"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	21	328648	6.38982	6.51015	3.97660	10.05441	1.44226
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	165	3286155	5.02107	5.00368	4.23700	5.77036	0.39117
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	166	3322028	4.99695	5.00845	4.24325	5.77366	0.39041
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	202	3374010	5.98694	5.96273	5.13376	6.79170	0.42294
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	239	3418749	6.99086	6.96989	6.07754	7.86224	0.45528
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	247	3460526	7.13764	7.14848	6.24615	8.05082	0.46037
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	263	3520787	7.46992	7.44167	6.52935	8.35399	0.46547
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	288	3600275	7.99939	8.02928	7.08715	8.97141	0.48068
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	358	3671941	9.74961	9.69940	8.67201	10.72679	0.52418
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	361	3711019	9.72779	9.84566	8.80927	10.88206	0.52877
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	402	3741412	10.74461	10.78671	9.70625	11.86717	0.55125
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	474	3750677	12.63772	12.71378	11.53985	13.88771	0.59895
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	483	3760162	12.84519	13.02583	11.82785	14.22381	0.61121
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	441	3777775	11.67354	11.80209	10.66129	12.94288	0.58204
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	394	3798807	10.37168	10.63795	9.54843	11.72748	0.55588
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	390	3820815	10.20725	10.54974	9.46551	11.63398	0.55318
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	431	3849594	11.19599	11.05305	9.95759	12.14851	0.55891
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	487	3878061	12.55782	13.27251	12.04289	14.50212	0.62736
	"Arizona"	"04"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	532	3914166	13.59166	14.38149	13.10231	15.66068	0.65265
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	Suppressed	422065	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	Suppressed	422391	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	Suppressed	426137	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	Suppressed	428236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	Suppressed	430651	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	Suppressed	434042	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	Suppressed	437543	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	Suppressed	444779	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	Suppressed	447377	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	Suppressed	451963	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	Suppressed	455462	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	10	459264	Unreliable	Unreliable	1.03932	3.98581	0.69726
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	Suppressed	463611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	Suppressed	465984	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	Suppressed	468236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	10	470651	Unreliable	Unreliable	0.99787	3.82682	0.66769
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	13	473852	Unreliable	Unreliable	1.64173	5.27251	0.86718
	"Arkansas"	"05"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	Suppressed	476508	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	25	2116895	1.18097	1.23693	0.80048	1.82595	0.24769
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	18	2122169	Unreliable	Unreliable	0.52224	1.39265	0.20846
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	30	2124966	1.41179	1.45406	0.98106	2.07576	0.26659
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	82	2126092	3.85684	4.13344	3.28253	5.13750	0.45795
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	84	2130348	3.94302	4.12360	3.28441	5.11182	0.45190
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	120	2139669	5.60834	5.87326	4.81432	6.93220	0.54028
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	118	2152444	5.48214	5.82075	4.76357	6.87792	0.53938
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	133	2170572	6.12742	6.40270	5.30339	7.50201	0.56087
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2007"	"2007"	144	2181388	6.60130	6.85464	5.72197	7.98732	0.57790
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2008"	"2008"	187	2190638	8.53633	9.13660	7.81279	10.46042	0.67542
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2009"	"2009"	191	2197627	8.69119	9.12504	7.81223	10.43785	0.66980
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2010"	"2010"	177	2203841	8.03143	8.57203	7.28788	9.85618	0.65518
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2011"	"2011"	163	2209189	7.37827	8.00782	6.75854	9.25710	0.63739
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2012"	"2012"	162	2210737	7.32787	7.68005	6.47060	8.88950	0.61707
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2013"	"2013"	156	2211174	7.05508	7.21176	6.05202	8.37150	0.59170
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2014"	"2014"	160	2208980	7.24316	7.80357	6.56656	9.04058	0.63113
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2015"	"2015"	185	2209034	8.37470	8.88138	7.56633	10.19643	0.67095
	"Arkansas"	"05"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"2016"	"2016"	159	2211541	7.18956	7.67050	6.44640	8.89460	0.62454
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1999"	"1999"	114	2312110	4.93056	5.38484	4.38824	6.38143	0.50847
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2000"	"2000"	73	2326580	3.13765	3.36712	2.63457	4.24031	0.39664
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2001"	"2001"	48	2340237	2.05107	2.21766	1.62945	2.94902	0.32193
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2002"	"2002"	114	2346002	4.85933	5.05154	4.12248	5.98061	0.47401
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2003"	"2003"	95	2350056	4.04246	4.17474	3.37761	5.10341	0.42920
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2004"	"2004"	94	2353224	3.99452	4.03329	3.25930	4.93574	0.41695
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2005"	"2005"	107	2351018	4.55122	4.58469	3.71239	5.45699	0.44505
	"California"	"06"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"2006"	"2006"	86	2347553	3.66339	3.65532	2.91972	4.51988	0.39703
